caseid,weight,sample,int_date,lang,cregion,state,usr,density,form,q1,q2a,q2b,q2c,q2e,q2f,q2gf1,q2hf2,q3,q4,q5a,q5b,q5c,q6,q7,q8,q9f1,q9f1_code1,q9f1_code2,q9f1_code3,q12a,q12b,q13,q16,q17,q18,q20f1,q21af2,q21bf2,q21cf2,q23,q24a,q24b,q24c,q24d,q24e,q24f,q25,q27,q28,q29,q30,q32,q33,q34,q35,q37,q38,q39,q40,q41,knosct14,knosct15,knosct16,knosct17,knosct18,knosct19,knosct_count,sexz,agerec,educ2,scideg,hisp,racecmb,race3m1,race3m2,race3m3,race3m4,racethn,birth_hisp,usborn,marital,parent,citizen,relig,chr,born,attend,income,reg,party,partyln,ideo,hh1,hh3,eminuse,intmob,ql1,ql1a,qc1
203930.0,5.142857142857143,2.0,81814.0,1.0,3.0,22.0,S,3.0,1.0,9.0,3.0,1.0,9.0,3.0,3.0,2.0,,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,18.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,6.0,2.0,,13.0,,2.0,3.0,10.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,,,2.0
203935.0,3.857142857142857,2.0,82114.0,1.0,2.0,17.0,U,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,99.0,,,2.0,2.0,1.0,1.0,1.0,2.0,3.0,,,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,9.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,9.0,1.0,1.0,61.0,3.0,,1.0,2.0,2.0,,,,3.0,1.0,,1.0,2.0,,1.0,,2.0,2.0,1.0,1.0,1.0,,4.0,1.0,,2.0,2.0,,,2.0
203941.0,1.0714285714285714,2.0,82414.0,1.0,3.0,22.0,S,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,9.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,66.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,1.0,2.0,7.0,3.0,2.0,,2.0,2.0,2.0,1.0,1.0,,,1.0
203958.0,5.428571428571429,2.0,82114.0,1.0,3.0,48.0,U,4.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,9.0,3.0,2.0,2.0,,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,2.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,9.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,2.0,21.0,3.0,,1.0,1.0,1.0,,,,3.0,1.0,,1.0,1.0,,12.0,,,4.0,4.0,3.0,3.0,9.0,3.0,5.0,2.0,1.0,1.0,,,2.0
203963.0,3.0,2.0,81814.0,1.0,3.0,48.0,U,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,1.0,1.0,2.0,2.0,,1.0,,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,34.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,2.0,,2.0,3.0,8.0,1.0,1.0,,2.0,4.0,2.0,1.0,1.0,,,2.0
203992.0,14.142857142857142,2.0,81814.0,1.0,3.0,22.0,R,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,2.0,,1.0,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,41.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,2.0,3.0,8.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,,,1.0
203998.0,2.5714285714285716,2.0,81914.0,1.0,3.0,22.0,U,4.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,2.0,2.0,1.0,1.0,9.0,2.0,3.0,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,9.0,3.0,3.0,8.0,8.0,3.0,1.0,3.0,1.0,2.0,75.0,5.0,,2.0,4.0,4.0,,,,4.0,,1.0,1.0,2.0,,2.0,,2.0,1.0,4.0,1.0,2.0,,2.0,4.0,4.0,1.0,1.0,,,1.0
204003.0,1.0,2.0,81814.0,1.0,3.0,5.0,R,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,9.0,2.0,2.0,1.0,2.0,9.0,1.0,9.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,2.0,2.0,73.0,8.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,2.0,1.0,7.0,1.0,2.0,,4.0,2.0,2.0,1.0,1.0,,,1.0
204013.0,9.571428571428571,2.0,81814.0,1.0,2.0,55.0,U,5.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,2.0,30.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,10.0,,,6.0,4.0,1.0,2.0,,4.0,5.0,2.0,1.0,1.0,,,2.0
204016.0,4.785714285714286,2.0,81814.0,1.0,2.0,18.0,U,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,1.0,2.0,,2.0,3.0,,,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,40.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,2.0,8.0,1.0,1.0,,2.0,5.0,2.0,1.0,2.0,,,1.0
204018.0,11.5,2.0,81914.0,1.0,2.0,39.0,S,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,18.0,2.0,,2.0,1.0,1.0,,,,1.0,,1.0,6.0,2.0,,2.0,,2.0,4.0,8.0,3.0,2.0,,3.0,5.0,4.0,1.0,1.0,,,1.0
204030.0,3.9285714285714284,2.0,81814.0,1.0,3.0,48.0,S,5.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,,2.0,1.0,2.0,1.0,9.0,2.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,9.0,,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,9.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,2.0,27.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,6.0,2.0,,1.0,,2.0,2.0,10.0,1.0,3.0,9.0,3.0,3.0,3.0,1.0,1.0,,,1.0
204057.0,3.4285714285714284,2.0,81814.0,1.0,1.0,36.0,S,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,,,,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,67.0,8.0,1.0,1.0,1.0,1.0,,,,3.0,3.0,,1.0,2.0,1.0,99.0,1.0,2.0,2.0,5.0,1.0,3.0,9.0,3.0,2.0,2.0,1.0,1.0,,,1.0
204063.0,1.2857142857142858,2.0,82314.0,1.0,3.0,48.0,U,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,9.0,2.0,9.0,2.0,1.0,2.0,9.0,9.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,5.0,1.0,54.0,8.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,9.0,,,6.0,10.0,1.0,2.0,,5.0,2.0,2.0,1.0,1.0,,,1.0
204069.0,29.285714285714285,2.0,81814.0,1.0,3.0,40.0,S,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,2.0,1.0,2.0,,2.0,,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,37.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,1.0,5.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,,,2.0
204071.0,6.571428571428571,2.0,82214.0,1.0,3.0,37.0,S,3.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,,1.0,9.0,2.0,1.0,2.0,3.0,2.0,2.0,,,,,1.0,9.0,1.0,1.0,2.0,9.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,2.0,1.0,1.0,2.0,9.0,9.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,39.0,4.0,,9.0,9.0,9.0,,,,9.0,,1.0,6.0,9.0,,13.0,,9.0,5.0,10.0,9.0,3.0,9.0,1.0,9.0,9.0,1.0,1.0,,,9.0
204084.0,5.428571428571429,2.0,82414.0,1.0,1.0,34.0,S,5.0,2.0,2.0,3.0,9.0,4.0,4.0,4.0,,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,9.0,,,,,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,2.0,9.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,50.0,3.0,,2.0,2.0,2.0,,,,2.0,,1.0,1.0,1.0,,12.0,,,5.0,1.0,1.0,2.0,,4.0,7.0,4.0,1.0,1.0,,,2.0
204133.0,10.785714285714286,2.0,81814.0,1.0,3.0,10.0,S,4.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,2.0,1.0,1.0,2.0,,1.0,2.0,,,,1.0,1.0,2.0,1.0,9.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,8.0,4.0,2.0,25.0,4.0,,2.0,2.0,2.0,,,,2.0,,1.0,6.0,2.0,,13.0,,1.0,1.0,3.0,1.0,2.0,,3.0,3.0,3.0,1.0,1.0,,,1.0
204158.0,1.5,2.0,81814.0,1.0,3.0,24.0,U,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,37.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,2.0,,2.0,3.0,9.0,1.0,1.0,,3.0,5.0,2.0,1.0,1.0,,,1.0
204168.0,6.857142857142857,2.0,82114.0,1.0,3.0,24.0,S,4.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,9.0,9.0,2.0,1.0,2.0,1.0,,3.0,,,1.0,2.0,2.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,46.0,5.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,2.0,,2.0,4.0,7.0,1.0,2.0,,4.0,6.0,5.0,1.0,1.0,,,1.0
204174.0,9.0,2.0,81814.0,1.0,3.0,13.0,U,4.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,9.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,2.0,33.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,10.0,,,4.0,8.0,1.0,2.0,,3.0,2.0,2.0,1.0,1.0,,,2.0
204185.0,3.5714285714285716,2.0,81814.0,1.0,2.0,18.0,U,5.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,32.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,2.0,2.0,,12.0,,,6.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,,,1.0
204186.0,2.7857142857142856,2.0,81814.0,1.0,1.0,9.0,S,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,9.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,65.0,8.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,2.0,,2.0,4.0,8.0,1.0,2.0,,3.0,2.0,2.0,1.0,2.0,,,1.0
204189.0,4.928571428571429,2.0,82114.0,1.0,1.0,34.0,S,5.0,2.0,9.0,2.0,3.0,2.0,3.0,3.0,,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,2.0,20.0,3.0,,2.0,1.0,1.0,,,,1.0,,2.0,6.0,2.0,2.0,1.0,,2.0,6.0,10.0,1.0,2.0,,4.0,5.0,3.0,1.0,1.0,,,1.0
204202.0,3.2142857142857144,2.0,81814.0,1.0,3.0,12.0,S,4.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,2.0,2.0,9.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,38.0,7.0,2.0,1.0,5.0,7.0,,,,3.0,3.0,,1.0,1.0,1.0,12.0,,,6.0,7.0,1.0,3.0,2.0,3.0,5.0,3.0,1.0,1.0,,,1.0
204249.0,17.785714285714285,2.0,82314.0,1.0,4.0,4.0,S,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,,,,,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,47.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,12.0,,,5.0,7.0,1.0,2.0,,3.0,4.0,2.0,1.0,1.0,,,1.0
204254.0,5.357142857142857,2.0,81814.0,1.0,4.0,6.0,U,5.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,,3.0,4.0,9.0,2.0,9.0,1.0,2.0,9.0,9.0,,,,,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,18.0,3.0,,1.0,2.0,2.0,,,,3.0,1.0,,6.0,2.0,,12.0,,,2.0,3.0,3.0,4.0,9.0,4.0,1.0,,2.0,2.0,,,2.0
204270.0,2.0714285714285716,2.0,81814.0,1.0,4.0,6.0,S,3.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,35.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,2.0,1.0,1.0,1.0,4.0,,2.0,4.0,8.0,1.0,2.0,,3.0,3.0,2.0,1.0,1.0,,,1.0
204279.0,1.5714285714285714,2.0,81914.0,1.0,4.0,4.0,S,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,,1.0,1.0,2.0,9.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,6.0,1.0,48.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,4.0,1.0,,1.0,,2.0,5.0,8.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,,,1.0
204290.0,11.071428571428571,2.0,81814.0,1.0,1.0,25.0,U,5.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,26.0,4.0,,2.0,1.0,1.0,,,,1.0,,1.0,6.0,1.0,,12.0,,,6.0,4.0,3.0,2.0,,5.0,2.0,1.0,1.0,1.0,,,2.0
204320.0,12.142857142857142,2.0,82214.0,2.0,1.0,42.0,R,1.0,2.0,1.0,9.0,3.0,1.0,4.0,9.0,,3.0,1.0,9.0,1.0,1.0,9.0,1.0,9.0,1.0,,,,,1.0,1.0,1.0,2.0,,1.0,,1.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,36.0,1.0,,1.0,5.0,7.0,,,,3.0,1.0,,1.0,1.0,,2.0,,2.0,3.0,10.0,1.0,3.0,2.0,5.0,4.0,2.0,2.0,1.0,,,2.0
204327.0,3.7857142857142856,2.0,81814.0,1.0,3.0,45.0,S,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,2.0,,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,53.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,2.0,2.0,,1.0,,1.0,4.0,8.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,2.0
204329.0,29.285714285714285,2.0,81914.0,1.0,1.0,25.0,S,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,8.0,8.0,1.0,3.0,2.0,45.0,6.0,2.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,2.0,,12.0,,,6.0,3.0,3.0,4.0,9.0,5.0,2.0,2.0,1.0,1.0,,,2.0
204343.0,1.1428571428571428,2.0,81914.0,1.0,3.0,48.0,U,5.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,2.0,,2.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,64.0,6.0,2.0,2.0,2.0,2.0,,,,2.0,,1.0,1.0,2.0,,1.0,,8.0,1.0,5.0,1.0,4.0,9.0,3.0,2.0,2.0,1.0,1.0,,,1.0
204359.0,1.7142857142857142,2.0,81814.0,1.0,1.0,34.0,S,5.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,2.0,2.0,2.0,2.0,,2.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,38.0,3.0,,1.0,1.0,1.0,,,,3.0,1.0,,1.0,1.0,,12.0,,,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,,,1.0
204360.0,8.571428571428571,2.0,82314.0,1.0,3.0,12.0,U,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,,1.0,1.0,2.0,2.0,1.0,9.0,2.0,2.0,,,,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1.0,2.0,9.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,53.0,1.0,,1.0,4.0,1.0,7.0,,,3.0,1.0,,3.0,2.0,,1.0,,2.0,1.0,1.0,3.0,2.0,,4.0,1.0,,2.0,2.0,,,2.0
204364.0,17.0,2.0,82014.0,1.0,3.0,51.0,S,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,,2.0,2.0,2.0,1.0,2.0,1.0,9.0,2.0,,,,,1.0,1.0,9.0,1.0,2.0,2.0,3.0,,,,9.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,8.0,8.0,3.0,2.0,2.0,3.0,2.0,66.0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,5.0,2.0,,1.0,,2.0,1.0,3.0,3.0,3.0,9.0,3.0,4.0,2.0,1.0,2.0,,,2.0
204384.0,7.285714285714286,2.0,81814.0,1.0,3.0,13.0,R,1.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,36.0,6.0,1.0,2.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,13.0,,2.0,2.0,7.0,1.0,3.0,2.0,3.0,7.0,2.0,1.0,1.0,,,2.0
