Position,Annual Salary,Label
Asst Dir Academic,49394.04,Director Academic
Asst Dir Academic,49394.04,Director Academic
Asst Professor - Visiting,49000.0,Asst Professor
Asst Professor - Visiting,49000.0,Asst Professor
Asst Dir Academic,48960.0,Director Academic
Asst Professor - Visiting,48500.0,Asst Professor
Asst Dir Academic Student Advising,48450.0,Director Academic
Asst Dir Academic Student Advising,48450.0,Director Academic
Asst Dir Academic,48450.0,Director Academic
Asst Dir Academic Student Advising,48450.0,Director Academic
Asst Dir Academic Student Advising,48450.0,Director Academic
Asst Dir Academic,48450.0,Director Academic
Asst Dir Academic,48450.0,Director Academic
Asst Professor - Educator,48175.56,Asst Professor
Asst Professor - Visiting,48000.0,Asst Professor
Asst Professor - Visiting,48000.0,Asst Professor
Asst Dir Academic Student Advising,48000.0,Director Academic
Asst Dir Academic,47756.8,Director Academic
Asst Dir Academic,47500.0,Director Academic
Asst Dir Academic,47500.0,Director Academic
Asst Professor - Visiting,47000.0,Asst Professor
Asst Professor - Visiting,47000.0,Asst Professor
Asst Professor - Visiting,47000.0,Asst Professor
Asst Professor - Visiting,47000.0,Asst Professor
Asst Professor - Visiting,47000.0,Asst Professor
Asst Professor - Visiting,47000.0,Asst Professor
Asst Professor - Adj Rep,46964.81,Asst Professor
Asst Professor - Adj Rep,46554.94,Asst Professor
Asst Coach,46500.0,Coach
Assoc Professor - Adj Rep,46331.66,Assoc Professor
Asst Coach,46000.0,Coach
Asst Professor - Visiting,46000.0,Asst Professor
Asst Professor - Visiting,45000.0,Asst Professor
Asst Professor - Visiting,45000.0,Asst Professor
Asst Professor - Visiting,45000.0,Asst Professor
Asst Professor - Adj COM,44759.04,Asst Professor
Asst Professor - Research,44753.69,Asst Professor
Asst Professor - Adj Rep,44672.83,Asst Professor
Professor - Clin Geo,44202.0,Professor
Asst Coach,44000.0,Coach
Asst Professor - Visiting,43860.0,Asst Professor
Asst Dir Academic (NE),43729.92,Director Academic
Dir Academic (NE),43305.6,Director Academic
Asst Coach,42840.0,Coach
Asst Coach,42840.0,Coach
Asst Professor - Visiting,42000.0,Asst Professor
Asst Professor - Field Service,41663.45,Asst Professor
Asst Coach,41616.0,Coach
Asst Professor - Adj Rep,41060.0,Asst Professor
Asst Coach Minor Sports,40800.0,Coach
Admin Coord Athletics (NE),40310.4,Athletics
Asst Coach,40000.0,Coach
Asst Professor - Clin Geo,40000.0,Asst Professor
Asst Coach,40000.0,Coach
Asst Professor - Clin Geo,40000.0,Asst Professor
Professor - Adj COM,39750.0,Professor
Professor - Geo,39492.36,Professor
Professor - Adj COM,39176.04,Professor
Asst Dir Academic Student Advising (NE),38754.56,Director Academic
Asst Coach,38500.0,Coach
Asst Professor - Educator,38137.66,Asst Professor
Assoc Dir Academic (NE),37362.42,Director Academic
Asst Professor - Adj COM,35000.04,Asst Professor
Asst Professor - Educator Geo,35000.0,Asst Professor
Asst Professor - Clin Geo,35000.0,Asst Professor
Asst Professor - Clin Geo,35000.0,Asst Professor
Asst Professor - Clin Geo,35000.0,Asst Professor
Asst Professor - Adj COM,34000.04,Asst Professor
Assoc Professor - Visiting,33000.0,Assoc Professor
Professor - Geo,33000.0,Professor
Asst Coach,32640.0,Coach
Asst Coach Minor Sports,32512.5,Coach
Asst Coach,31208.74,Coach
Asst Coach Minor Sports,30600.0,Coach
Asst Coach Minor Sports,30600.0,Coach
Assoc Professor - Clin Geo,30351.36,Assoc Professor
Asst Coach,30264.0,Coach
Asst Coach,30254.02,Coach
Asst Coach,30000.0,Coach
Asst Coach,29659.56,Coach
Asst Coach,29078.4,Coach
Asst Professor - Adj,28611.0,Asst Professor
Assoc Professor - Geo,27748.0,Assoc Professor
Asst Dir Academic (NE),26120.64,Director Academic
Asst Coach,26000.0,Coach
Asst Coach Minor Sports,26000.0,Coach
Head Coach,25489.8,Coach
Asst Professor - Adj COM,25097.64,Asst Professor
Asst Professor - Adj,25000.08,Asst Professor
Asst Professor - Clin Geo,25000.0,Asst Professor
Asst Coach,25000.0,Coach
Assoc Professor - Clin Geo,25000.0,Assoc Professor
Assoc Professor - Clin Geo,25000.0,Assoc Professor
Assoc Professor - Clin Geo,25000.0,Assoc Professor
Asst Coach Minor Sports,24480.0,Coach
Asst Coach Minor Sports,23460.0,Coach
Asst Coach,23346.58,Coach
Asst Coach,22900.0,Coach
Asst Dir Academic (NE),21112.0,Director Academic
Head Coach Minor Sports,18727.2,Coach
Head Coach,18519.12,Coach
Head Coach Minor Sports,15918.12,Coach
Asst Dir Academic (NE),12633.92,Director Academic
Asst Coach Minor Sports,12240.0,Coach
Asst Coach Minor Sports,12240.0,Coach
Asst Coach Minor Sports,9550.32,Coach
Asst Coach Minor Sports,3636.0,Coach
Asst Coach Minor Sports,3000.0,Coach
Asst Coach,3000.0,Coach
Asst Coach,3000.0,Coach
