Position,Annual Salary,Label
Dir Academic Student Advising,72828.0,Director Academic
Assoc Professor,72767.88,Assoc Professor
Asst Professor,72729.96,Asst Professor
Asst Professor - Clin,72697.2,Asst Professor
Assoc Professor,72641.88,Assoc Professor
Assoc Professor - Educator,72615.72,Assoc Professor
Asst Professor - Clin,72510.0,Asst Professor
Asst Professor - Clin Geo,72500.0,Asst Professor
Assoc Professor,72476.52,Assoc Professor
Assoc Professor,72459.12,Assoc Professor
Dir Academic,72395.52,Director Academic
Asst Professor,72384.48,Asst Professor
Assoc Dir Academic,72374.4,Director Academic
Assoc Professor,72373.2,Assoc Professor
Asst Professor,72369.12,Asst Professor
Asst Professor,72327.48,Asst Professor
Assoc Professor,72326.88,Assoc Professor
Asst Professor,72224.12,Asst Professor
Asst Professor,72190.2,Asst Professor
Dir Academic,72162.12,Director Academic
Assoc Dir Athletics,72162.12,Athletics
Asst Professor,72142.56,Asst Professor
Asst Professor - Educator,72128.28,Asst Professor
Asst Professor,72128.16,Asst Professor
Assoc Professor,72100.44,Assoc Professor
Assoc Professor - Practice,72064.2,Assoc Professor
Asst Professor,72000.0,Asst Professor
Assoc Professor,72000.0,Assoc Professor
Asst Professor,72000.0,Asst Professor
Assoc Professor,71940.84,Assoc Professor
Assoc Dir Academic,71905.99,Director Academic
Assoc Professor,71853.12,Assoc Professor
Asst Professor,71805.36,Asst Professor
Assoc Dir Academic,71765.16,Director Academic
Assoc Professor,71763.72,Assoc Professor
Asst Professor,71749.56,Asst Professor
Assoc Professor - Clin Geo,71712.0,Assoc Professor
Assoc Professor,71699.52,Assoc Professor
Assoc Dir Academic,71631.6,Director Academic
Asst Professor,71618.04,Asst Professor
Assoc Professor,71543.04,Assoc Professor
Assoc Professor,71458.92,Assoc Professor
Assoc Professor,71436.0,Assoc Professor
Assoc Professor,71394.72,Assoc Professor
Assoc Professor,71391.12,Assoc Professor
Dir Academic,71350.32,Director Academic
Assoc Professor,71328.24,Assoc Professor
Asst Professor,71110.44,Asst Professor
Asst Professor,71110.44,Asst Professor
Asst Professor,71110.44,Asst Professor
Assoc Professor,70992.36,Assoc Professor
Asst Professor - Clin,70955.88,Asst Professor
Assoc Professor,70925.52,Assoc Professor
Asst Professor - Clin,70875.96,Asst Professor
Asst Professor - Clin,70752.12,Asst Professor
Dir Academic Student Advising,70747.2,Director Academic
Asst Professor,70708.32,Asst Professor
Dir Academic,70702.2,Director Academic
Assoc Professor - Educator,70608.48,Assoc Professor
Dir Academic,70552.92,Director Academic
Asst Professor,70548.6,Asst Professor
Asst Professor,70548.6,Asst Professor
Assoc Professor,70515.24,Assoc Professor
Assoc Professor - Educator,70473.36,Assoc Professor
Assoc Professor,70390.44,Assoc Professor
Assoc Professor,70373.64,Assoc Professor
Assoc Professor - Educator,70359.36,Assoc Professor
Asst Professor - Research,70346.73,Asst Professor
Assoc Professor,70336.44,Assoc Professor
Dir Academic,70276.2,Director Academic
Assoc Professor,70254.48,Assoc Professor
Assoc Professor,70188.12,Assoc Professor
Assoc Professor,70121.04,Assoc Professor
Asst Professor,70092.72,Asst Professor
Assoc Professor,70060.92,Assoc Professor
Asst Professor,70031.16,Asst Professor
Assoc Professor,70021.32,Assoc Professor
Asst Professor,70017.24,Asst Professor
Asst Professor,70017.24,Asst Professor
Asst Professor - Clin Geo,70000.0,Asst Professor
Asst Professor - Clin Geo,70000.0,Asst Professor
Assoc Dir Athletics,70000.0,Athletics
Assoc Professor,69971.12,Assoc Professor
Asst Professor,69910.92,Asst Professor
Asst Professor,69910.92,Asst Professor
Asst Professor,69910.92,Asst Professor
Asst Professor,69910.92,Asst Professor
Assoc Professor - Educator,69908.04,Assoc Professor
Assoc Professor,69835.56,Assoc Professor
Assoc Professor - Educator,69805.92,Assoc Professor
Asst Professor - Clin,69798.84,Asst Professor
Assoc Professor,69783.24,Assoc Professor
Asst Professor - Educator,69779.88,Asst Professor
Assoc Professor,69763.68,Assoc Professor
Asst Professor,69757.2,Asst Professor
Asst Professor - Clin,69742.32,Asst Professor
Assoc Professor,69726.0,Assoc Professor
Assoc Professor,69654.6,Assoc Professor
Assoc Professor,69606.0,Assoc Professor
Assoc Professor,69598.56,Assoc Professor
Assoc Professor,69580.56,Assoc Professor
Assoc Professor,69580.56,Assoc Professor
Assoc Professor,69580.56,Assoc Professor
Asst Professor - Adj COM,69500.0,Asst Professor
Assoc Professor,69495.36,Assoc Professor
Assoc Professor,69491.04,Assoc Professor
Assoc Professor,69485.88,Assoc Professor
Asst Professor,69395.5,Asst Professor
Assoc Professor - Educator,69385.8,Assoc Professor
Assoc Dir Academic,69360.0,Director Academic
Assoc Professor,69277.02,Assoc Professor
Assoc Professor,69222.0,Assoc Professor
Asst Professor - Clin,69152.88,Asst Professor
Asst Professor - Prov,69129.24,Asst Professor
Asst Professor - Educator,69067.44,Asst Professor
Asst Professor - Research,69030.72,Asst Professor
Professor - Geo,69026.4,Professor
Assoc Professor,68961.24,Assoc Professor
Asst Professor,68954.64,Asst Professor
Asst Professor,68954.64,Asst Professor
Asst Professor,68951.76,Asst Professor
Asst Professor,68951.52,Asst Professor
Asst Professor,68902.32,Asst Professor
Asst Professor,68886.24,Asst Professor
Asst Professor - Educator,68883.84,Asst Professor
Assoc Professor - Educator,68873.16,Assoc Professor
Assoc Professor - Educator,68834.16,Assoc Professor
Assoc Professor,68806.08,Assoc Professor
Assoc Professor,68760.48,Assoc Professor
Assoc Professor - Educator,68729.88,Assoc Professor
Assoc Professor - Field Service,68727.48,Assoc Professor
Asst Professor,68690.04,Asst Professor
Assoc Dir Academic,68666.4,Director Academic
Assoc Dir Academic,68666.4,Director Academic
Assoc Professor - Educator,68640.36,Assoc Professor
Assoc Professor - Educator,68639.04,Assoc Professor
Asst Professor,68629.2,Asst Professor
Asst Professor,68625.96,Asst Professor
Asst Professor,68625.84,Asst Professor
Asst Professor,68625.84,Asst Professor
Assoc Professor,68576.52,Assoc Professor
Assoc Professor - Educator,68538.0,Assoc Professor
Dir Academic,68466.96,Director Academic
Assoc Professor - Educator,68423.52,Assoc Professor
Asst Professor,68423.28,Asst Professor
Assoc Professor,68418.6,Assoc Professor
Assoc Professor - Educator,68417.76,Assoc Professor
Assoc Professor,68372.64,Assoc Professor
Assoc Professor,68299.2,Assoc Professor
Assoc Professor,68231.4,Assoc Professor
Assoc Professor,68207.52,Assoc Professor
Asst Professor,68112.36,Asst Professor
Asst Professor - Educator,68101.56,Asst Professor
Asst Professor,68039.64,Asst Professor
Assoc Professor,68027.64,Assoc Professor
Asst Professor - Educator,68001.6,Asst Professor
Asst Professor - Visiting,68000.0,Asst Professor
Assoc Professor - Educator,67948.8,Assoc Professor
Assoc Professor,67909.56,Assoc Professor
Asst Professor - Educator Prov,67891.8,Asst Professor
Assoc Professor,67881.48,Assoc Professor
Assoc Professor,67881.48,Assoc Professor
Assoc Professor,67848.96,Assoc Professor
Assoc Professor,67739.28,Assoc Professor
Assoc Professor - Educator,67739.28,Assoc Professor
Assoc Professor - Educator,67739.28,Assoc Professor
Assoc Professor - Educator,67739.28,Assoc Professor
Assoc Professor - Educator,67726.68,Assoc Professor
Assoc Professor,67726.68,Assoc Professor
Assoc Professor - Educator,67726.68,Assoc Professor
Assoc Professor - Educator,67708.32,Assoc Professor
Assoc Professor,67692.24,Assoc Professor
Assoc Professor - Educator,67689.96,Assoc Professor
Assoc Professor - Educator,67671.48,Assoc Professor
Assoc Professor - Educator,67671.48,Assoc Professor
Assoc Professor - Educator,67652.99,Assoc Professor
Assoc Professor,67648.32,Assoc Professor
Assoc Professor,67636.2,Assoc Professor
Assoc Dir Academic,67626.0,Director Academic
Asst Coach,67626.0,Coach
Assoc Professor,67599.84,Assoc Professor
Assoc Professor,67589.85,Assoc Professor
Assoc Professor,67563.48,Assoc Professor
Assoc Professor - Educator,67563.48,Assoc Professor
Asst Professor - Practice,67555.01,Asst Professor
Assoc Professor,67450.56,Assoc Professor
Asst Professor,67203.12,Asst Professor
Assoc Professor,67168.08,Assoc Professor
Asst Professor - Field Service,67141.8,Asst Professor
Assoc Professor - Research,67017.24,Assoc Professor
Asst Professor,66864.0,Asst Professor
Asst Professor - Educator,66692.04,Asst Professor
Assoc Professor,66651.48,Assoc Professor
Asst Professor - Adj,66630.87,Asst Professor
Asst Professor - Field Service,66623.4,Asst Professor
Assoc Professor - Educator,66544.21,Assoc Professor
Asst Professor,66543.36,Asst Professor
Assoc Professor - Adj COM,66527.0,Assoc Professor
Assoc Professor,66417.96,Assoc Professor
Assoc Professor - Educator,66417.36,Assoc Professor
Assoc Professor - Educator,66417.36,Assoc Professor
Assoc Professor - Educator,66417.36,Assoc Professor
Assoc Professor - Educator,66392.76,Assoc Professor
Assoc Professor - Educator,66291.12,Assoc Professor
Assoc Professor - Educator,66276.72,Assoc Professor
Dir Academic Student Advising,66244.8,Director Academic
Asst Professor,66236.76,Asst Professor
Assoc Professor,66221.64,Assoc Professor
Assoc Professor - Educator Geo,66140.0,Assoc Professor
Asst Professor - Clin,66133.92,Asst Professor
Asst Professor,66041.64,Asst Professor
Assoc Professor - Adj COM,66000.0,Assoc Professor
Asst Professor - Educator,65861.16,Asst Professor
Asst Dir Academic,65794.92,Director Academic
Dir Academic,65794.92,Director Academic
Asst Professor - Adj Rep,65783.13,Asst Professor
Assoc Professor,65548.2,Assoc Professor
Asst Professor,65502.24,Asst Professor
Asst Professor,65502.24,Asst Professor
Asst Professor - Field Service,65136.6,Asst Professor
Asst Professor,65083.56,Asst Professor
Asst Professor - Adj Rep,65073.99,Asst Professor
Assoc Dir Academic,65073.12,Director Academic
Assoc Professor,65067.0,Assoc Professor
Dir Academic,65061.36,Director Academic
Asst Professor - Field Service,65038.32,Asst Professor
Asst Professor - Educator,65035.44,Asst Professor
Asst Professor - Educator,65020.92,Asst Professor
Asst Professor,65003.64,Asst Professor
Assoc Professor - Clin Geo,65000.0,Assoc Professor
Asst Professor - Visiting,65000.0,Asst Professor
Dir Academic,65000.0,Director Academic
Asst Professor,65000.0,Asst Professor
Assoc Professor - Clin Geo,65000.0,Assoc Professor
Asst Coach,65000.0,Coach
Asst Professor,65000.0,Asst Professor
Head Coach,65000.0,Coach
Professor - Clin Geo,65000.0,Professor
Asst Professor,64986.36,Asst Professor
Asst Professor - Field Service,64773.24,Asst Professor
Asst Professor - Educator,64703.88,Asst Professor
Asst Professor,64703.88,Asst Professor
Asst Professor - Educator Prov,64703.76,Asst Professor
Assoc Professor - Educator,64685.64,Assoc Professor
Assoc Professor - Educator,64667.88,Assoc Professor
Dir Academic,64627.56,Director Academic
Asst Dir Academic,64610.04,Director Academic
Assoc Professor - Educator,64599.72,Assoc Professor
Assoc Professor - Educator,64582.56,Assoc Professor
Assoc Professor - Educator,64565.28,Assoc Professor
Assoc Professor - Educator,64548.15,Assoc Professor
Asst Professor,64516.92,Asst Professor
Asst Professor,64460.76,Asst Professor
Asst Professor,64435.44,Asst Professor
Asst Professor - Educator,64368.0,Asst Professor
Asst Professor,64273.08,Asst Professor
Asst Professor,64273.08,Asst Professor
Dir Academic,64202.88,Director Academic
Assoc Dir Academic,64036.68,Director Academic
Asst Dir Academic,64036.56,Director Academic
Asst Professor,64000.0,Asst Professor
Asst Professor,63966.0,Asst Professor
Asst Professor,63966.0,Asst Professor
Asst Professor,63966.0,Asst Professor
Asst Professor,63966.0,Asst Professor
Asst Professor,63753.24,Asst Professor
Asst Professor,63621.12,Asst Professor
Asst Dir Academic,63614.64,Director Academic
Asst Professor,63500.0,Asst Professor
Asst Professor,63057.48,Asst Professor
Asst Professor - Educator,63000.0,Asst Professor
Assoc Dir Academic,63000.0,Director Academic
Dir Academic,62985.0,Director Academic
Assoc Dir Academic,62904.48,Director Academic
Asst Professor,62612.4,Asst Professor
Asst Professor - Educator,62475.0,Asst Professor
Asst Professor,62474.76,Asst Professor
Asst Dir Academic,62424.0,Director Academic
Asst Dir Academic,62424.0,Director Academic
Dir Academic,62424.0,Director Academic
Dir Academic,62328.72,Director Academic
Asst Professor,62185.8,Asst Professor
Asst Professor,62185.8,Asst Professor
Asst Professor,62150.4,Asst Professor
Asst Professor - Adj Rep,62125.87,Asst Professor
Asst Professor,62047.32,Asst Professor
Dir Academic,62012.4,Director Academic
Assoc Dir Academic,62000.0,Director Academic
Asst Professor - Educator,62000.0,Asst Professor
Asst Professor,62000.0,Asst Professor
Asst Professor - Adj Rep,61958.48,Asst Professor
Asst Professor - Educator,61872.84,Asst Professor
Asst Professor,61843.66,Asst Professor
Asst Professor - Educator,61581.96,Asst Professor
Asst Professor,61444.2,Asst Professor
Asst Professor,61394.64,Asst Professor
Asst Professor,61337.04,Asst Professor
Asst Professor - Research,61316.64,Asst Professor
Asst Dir Academic Student Advising,61284.72,Director Academic
Asst Dir Academic,61200.0,Director Academic
Asst Professor,61097.76,Asst Professor
Asst Professor,61076.76,Asst Professor
Asst Professor,61020.72,Asst Professor
Asst Professor - Educator,61009.32,Asst Professor
Asst Professor,61000.0,Asst Professor
Asst Professor,60943.56,Asst Professor
Assoc Dir Academic,60873.0,Director Academic
Asst Professor,60863.4,Asst Professor
Asst Professor,60805.8,Asst Professor
Asst Professor - Educator,60770.52,Asst Professor
Asst Professor - Educator,60589.56,Asst Professor
Asst Professor - Educator,60583.2,Asst Professor
Asst Dir Academic,60362.28,Director Academic
Asst Professor - Educator,60335.28,Asst Professor
Asst Professor - Educator,60316.08,Asst Professor
Asst Professor,60316.08,Asst Professor
Asst Professor - Educator,60316.08,Asst Professor
Asst Professor,60295.8,Asst Professor
Asst Professor - Educator,60264.0,Asst Professor
Asst Professor,60241.2,Asst Professor
Professor - Clin Geo,60156.0,Professor
Asst Professor - Educator,60103.68,Asst Professor
Asst Professor - Clin Geo,60073.0,Asst Professor
Professor - Clin Geo,60030.6,Professor
Assoc Professor - Geo,60000.0,Assoc Professor
Asst Professor - Visiting,60000.0,Asst Professor
Asst Professor - Visiting,60000.0,Asst Professor
Head Coach,60000.0,Coach
Asst Professor - Adj COM,60000.0,Asst Professor
Asst Professor - Clin Geo,60000.0,Asst Professor
Asst Dir Academic,60000.0,Director Academic
Assoc Professor Clin Geo,60000.0,Assoc Professor
Asst Professor - Educator,60000.0,Asst Professor
Asst Professor - Educator,60000.0,Asst Professor
Asst Professor - Educator,60000.0,Asst Professor
Asst Professor - Visiting,60000.0,Asst Professor
Asst Professor - Clin Geo,60000.0,Asst Professor
Asst Professor,59967.48,Asst Professor
Asst Professor - Educator,59964.72,Asst Professor
Asst Professor - Educator,59963.16,Asst Professor
Asst Professor,59947.92,Asst Professor
Asst Professor - Practice,59900.89,Asst Professor
Asst Professor - Adj Rep,59855.63,Asst Professor
Asst Professor - Educator,59783.88,Asst Professor
Assoc Dir Academic,59669.04,Director Academic
Asst Professor - Educator,59640.84,Asst Professor
Asst Professor - Educator,59609.16,Asst Professor
Professor - Geo,59591.0,Professor
Asst Professor - Practice,59569.2,Asst Professor
Professor - Clin Geo,59500.0,Professor
Asst Professor - Adj Rep,59419.37,Asst Professor
Asst Professor,59401.92,Asst Professor
Asst Professor - Research Geo,59392.56,Asst Professor
Asst Professor - Educator,59390.52,Asst Professor
Asst Professor - Educator,59390.52,Asst Professor
Assoc Professor - Adj Rep,59358.38,Assoc Professor
Asst Professor - Educator,59236.32,Asst Professor
Asst Professor,59119.8,Asst Professor
Asst Professor,59091.98,Asst Professor
Asst Dir Academic,59068.32,Director Academic
Asst Dir Academic,59022.36,Director Academic
Asst Professor,59000.0,Asst Professor
Asst Professor - Clin Geo,58835.0,Asst Professor
Asst Professor - Educator,58805.64,Asst Professor
Asst Professor - Clin Geo,58800.0,Asst Professor
Asst Professor,58705.08,Asst Professor
Asst Professor,58701.48,Asst Professor
Asst Professor - Educator,58689.6,Asst Professor
Asst Professor - Educator,58610.64,Asst Professor
Asst Professor - Educator,58579.08,Asst Professor
Asst Professor,58516.44,Asst Professor
Asst Professor,58516.39,Asst Professor
Professor - Adj COM,58400.0,Professor
Asst Dir Academic,58398.24,Director Academic
Dir Academic,58366.44,Director Academic
Assoc Dir Academic,58366.44,Director Academic
Asst Professor - Educator,58352.28,Asst Professor
Asst Dir Academic Student Advising,58262.4,Director Academic
Asst Dir Academic Student Advising,58140.0,Director Academic
Professor - Geo,58098.6,Professor
Asst Professor,58092.48,Asst Professor
Asst Professor,58051.2,Asst Professor
Asst Professor (F2),58000.0,Asst Professor
Asst Professor Educator,58000.0,Asst Professor
Dir Academic,58000.0,Director Academic
Asst Professor,57999.36,Asst Professor
Dir Academic,57997.44,Director Academic
Asst Dir Academic,57964.32,Director Academic
Asst Professor - Educator,57875.16,Asst Professor
Asst Professor,57858.24,Asst Professor
Asst Professor - Practice,57858.24,Asst Professor
Asst Professor,57844.44,Asst Professor
Asst Professor,57844.44,Asst Professor
Asst Professor - Educator,57844.32,Asst Professor
Asst Professor - Practice,57827.4,Asst Professor
Asst Professor,57796.68,Asst Professor
Asst Professor,57665.88,Asst Professor
Asst Professor,57665.88,Asst Professor
Asst Professor,57665.88,Asst Professor
Asst Professor,57661.44,Asst Professor
Asst Professor - Educator,57586.56,Asst Professor
Assoc Dir Academic,57500.0,Director Academic
Assoc Professor - Educator,57463.2,Assoc Professor
Assoc Dir Academic,57412.2,Director Academic
Asst Professor,57365.16,Asst Professor
Asst Professor,57365.16,Asst Professor
Asst Professor,57335.04,Asst Professor
Asst Professor - Practice,57326.4,Asst Professor
Assoc Dir Academic,57305.28,Director Academic
Assoc Dir Academic,57305.28,Director Academic
Asst Professor,57272.88,Asst Professor
Asst Professor,57265.44,Asst Professor
Asst Professor - Educator,57265.32,Asst Professor
Asst Professor - Educator,57265.32,Asst Professor
Asst Professor - Clin Geo,57250.0,Asst Professor
Asst Professor - Educator,57248.28,Asst Professor
Asst Dir Athletics,57222.0,Athletics
Asst Professor,57198.96,Asst Professor
Asst Professor - Educator,57172.2,Asst Professor
Asst Professor - Educator,57169.56,Asst Professor
Asst Professor - Educator,57169.56,Asst Professor
Asst Professor,57168.24,Asst Professor
Asst Professor,57137.64,Asst Professor
Asst Professor,57137.64,Asst Professor
Asst Professor,57137.64,Asst Professor
Asst Professor,57137.64,Asst Professor
Asst Professor,57137.64,Asst Professor
Asst Professor,57137.64,Asst Professor
Asst Professor,57137.61,Asst Professor
Asst Professor,57137.61,Asst Professor
Asst Professor,57110.16,Asst Professor
Asst Professor - Educator,57095.76,Asst Professor
Asst Professor Educator,57000.0,Asst Professor
Asst Professor - Clin Geo,56712.0,Asst Professor
Asst Professor - Educator,56700.84,Asst Professor
Asst Professor,56630.28,Asst Professor
Asst Professor,56630.28,Asst Professor
Asst Professor,56500.0,Asst Professor
Asst Professor - Educator,56484.0,Asst Professor
Asst Professor - Adj Clin COM,56447.0,Asst Professor
Asst Professor - Clin Geo,56447.0,Asst Professor
Asst Professor - Educator,56380.8,Asst Professor
Asst Professor - Practice,56250.24,Asst Professor
Asst Professor - Educator,56232.84,Asst Professor
Asst Professor - Educator,56205.48,Asst Professor
Asst Dir Academic,56181.6,Director Academic
Asst Professor - Educator Prov,56130.72,Asst Professor
Assoc Professor - Adj COM,56100.0,Assoc Professor
Asst Dir Academic,56080.56,Director Academic
Assoc Professor,56019.74,Assoc Professor
Asst Professor,56005.68,Asst Professor
Asst Professor,56005.68,Asst Professor
Asst Professor,56000.0,Asst Professor
Asst Professor,56000.0,Asst Professor
Asst Dir Academic,55965.6,Director Academic
Asst Dir Academic,55899.84,Director Academic
Professor - Clin Geo,55895.0,Professor
Assoc Dir Academic,55893.84,Director Academic
Asst Professor,55863.24,Asst Professor
Asst Professor - Educator,55863.24,Asst Professor
Asst Professor - Educator,55833.36,Asst Professor
Asst Professor - Educator,55818.69,Asst Professor
Asst Professor - Educator,55803.84,Asst Professor
Asst Professor - Educator,55803.84,Asst Professor
Asst Professor - Educator,55780.56,Asst Professor
Asst Professor - Educator,55652.04,Asst Professor
Asst Professor - Adj COM,55650.0,Asst Professor
Asst Professor - Educator,55604.88,Asst Professor
Asst Professor - Research,55574.76,Asst Professor
Asst Professor,55545.12,Asst Professor
Asst Professor - Educator,55545.0,Asst Professor
Asst Professor - Visiting,55500.0,Asst Professor
Asst Professor - Clin Geo,55375.0,Asst Professor
Asst Professor,55325.4,Asst Professor
Asst Professor - Clin Geo,55320.0,Asst Professor
Asst Professor - Research Aff,55304.52,Asst Professor
Asst Professor - Adj Rep,55220.94,Asst Professor
Assoc Dir Academic,55203.96,Director Academic
Asst Dir Academic,55182.84,Director Academic
Asst Dir Academic Student Advising,55182.84,Director Academic
Asst Professor - Educator Prov,55104.12,Asst Professor
Asst Professor - Educator,55089.6,Asst Professor
Asst Professor - Educator,55089.6,Asst Professor
Asst Dir Academic,55080.0,Director Academic
Asst Professor,55012.5,Asst Professor
Asst Professor - Visiting,55012.5,Asst Professor
Asst Professor - Adj COM,55007.0,Asst Professor
Asst Professor - Practice,55000.0,Asst Professor
Asst Dir Academic,55000.0,Director Academic
Asst Professor - Educator,55000.0,Asst Professor
Asst Professor Educator,55000.0,Asst Professor
Asst Professor - Visiting,55000.0,Asst Professor
Asst Professor - Educator,55000.0,Asst Professor
Asst Professor,55000.0,Asst Professor
Asst Professor,55000.0,Asst Professor
Asst Professor,55000.0,Asst Professor
Asst Professor - Adj,55000.0,Asst Professor
Asst Professor,55000.0,Asst Professor
Asst Professor - Adj Rep,54998.8,Asst Professor
Asst Professor - Educator,54998.4,Asst Professor
Asst Professor - Educator,54954.72,Asst Professor
Asst Professor - Educator,54783.48,Asst Professor
Asst Dir Academic Student Advising,54662.88,Director Academic
Asst Dir Academic,54652.2,Director Academic
Asst Dir Academic,54651.96,Director Academic
Asst Professor,54325.0,Asst Professor
Asst Professor - Educator,54273.36,Asst Professor
Dir Academic,54121.56,Director Academic
Dir Academic,54121.56,Director Academic
Asst Dir Academic,54060.0,Director Academic
Asst Professor - Clin Geo,54030.0,Asst Professor
Asst Professor - Educator,54000.0,Asst Professor
Asst Professor,54000.0,Asst Professor
Asst Professor - Educator,54000.0,Asst Professor
Asst Professor,54000.0,Asst Professor
Asst Professor - Clin Geo,53880.0,Asst Professor
Asst Professor - Clin Geo,53880.0,Asst Professor
Asst Professor Educator,53806.2,Asst Professor
Asst Professor - Educator,53763.24,Asst Professor
Assoc Professor,53721.54,Assoc Professor
Assoc Professor - Clin Geo,53667.96,Assoc Professor
Asst Dir Academic,53580.6,Director Academic
Asst Dir Academic,53580.0,Director Academic
Professor - Clin Geo,53544.0,Professor
Assoc Professor - Clin Geo,53445.0,Assoc Professor
Professor - Clin Geo,53408.3,Professor
Asst Professor - Clin,53238.51,Asst Professor
Asst Professor - Research,53215.68,Asst Professor
Asst Professor - Educator,53116.8,Asst Professor
Professor - Clin Geo,53075.0,Professor
Asst Professor - Educator,53074.56,Asst Professor
Assoc Dir Academic Student Advising,53060.4,Director Academic
Assoc Dir Academic Student Advising,53060.4,Director Academic
Assoc Dir Academic Student Advising,53060.4,Director Academic
Asst Coach,53060.4,Coach
Asst Professor - Educator,53000.0,Asst Professor
Asst Professor - Educator,53000.0,Asst Professor
Asst Professor,53000.0,Asst Professor
Asst Professor - Educator,53000.0,Asst Professor
Asst Professor - Visiting,53000.0,Asst Professor
Assoc Professor - Clin Geo,52910.0,Assoc Professor
Asst Dir Academic,52378.8,Director Academic
Asst Professor - Adj,52347.6,Asst Professor
Asst Dir Academic,52259.88,Director Academic
Professor - Clin Geo,52135.56,Professor
Asst Coach,52020.0,Coach
Asst Professor - Visiting,52000.0,Asst Professor
Asst Professor - Educator,52000.0,Asst Professor
Asst Dir Academic,52000.0,Director Academic
Asst Professor - Visiting,52000.0,Asst Professor
Asst Professor - Educator,52000.0,Asst Professor
Asst Professor - Visiting,52000.0,Asst Professor
Asst Professor - Visiting,52000.0,Asst Professor
Asst Dir Academic,51956.76,Director Academic
Asst Dir Academic,51500.0,Director Academic
Asst Dir Academic,51500.0,Director Academic
Asst Professor - Educator,51325.0,Asst Professor
Asst Professor - Educator,51325.0,Asst Professor
Asst Professor - Educator,51325.0,Asst Professor
Professor - Clin Geo,51200.0,Professor
Asst Dir Academic Student Advising,51000.0,Director Academic
Asst Coach Minor Sports,51000.0,Coach
Asst Dir Academic Student Advising,50979.6,Director Academic
Asst Dir Academic,50979.6,Director Academic
Assoc Dir Academic,50979.6,Director Academic
Asst Professor - Adj COM,50962.0,Asst Professor
Assoc Professor - Adj Rep,50921.71,Assoc Professor
Asst Professor - Adj,50900.0,Asst Professor
Assoc Professor - Clin Geo,50888.0,Assoc Professor
Assoc Dir Academic,50846.28,Director Academic
Asst Dir Academic,50219.52,Director Academic
Professor - Geo,50000.04,Professor
Asst Professor - Adj,50000.04,Asst Professor
Professor - Clin Geo,50000.04,Professor
Professor - Clin Geo,50000.04,Professor
Assoc Professor - Clin Geo,50000.04,Assoc Professor
Professor - Clin Geo,50000.04,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Adj COM,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Research Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Clin Geo,50000.0,Professor
Professor - Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Geo,50000.0,Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Dean - COM,50000.0,Dean
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Adj COM,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Adj COM,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Professor - Geo,50000.0,Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Asst Professor - Clin Geo,50000.0,Asst Professor
Assoc Professor - Clin Geo,50000.0,Assoc Professor
