DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
1,20XX BAYMILLER ST,39.1193414440819,-84.5297531494513,WEST END,WEST END,3505,169014257,2,"CINCINNATI, OH 45214",BLACK,MALE,18,NONFATAL,06/13/2016 12:00:00 AM,JUN,235000,23,MON,169014257,06/13/2016 11:50:00 PM,DISTRICT 1,,WEST END
4,35XX READING RD,39.1463952037887,-84.4893666529342,AVONDALE,AVONDALE,917,41001595,3,,BLACK,MALE,21,NONFATAL,03/26/2010 12:00:00 AM,MAR,,N/A,FRI,41001595,03/26/2010 12:00:00 AM,DISTRICT 4,45229,AVONDALE
5,13XX KNOWLTON ST,39.1620229237277,-84.5343437205657,NORTHSIDE,NORTHSIDE,3623,169022075,1,,BLACK,MALE,36,FATAL,08/28/2016 12:00:00 AM,AUG,010100,1,SUN,169022075,08/28/2016 01:01:00 AM,DISTRICT 5,,NORTHSIDE
5,49XX HAWAIIAN TE,39.184714424056,-84.5633516684876,MT AIRY,MT. AIRY,2929,159007064,1,"CINCINNATI, OH 45211",BLACK,MALE,21,NONFATAL,03/25/2015 12:00:00 AM,MAR,170000,17,WED,159007064,03/25/2015 05:00:00 PM,DISTRICT 5,45223,MOUNT AIRY
2,18XX RUTLAND AV,39.1457204535296,-84.4675213063407,EVANSTON,EVANSTON,4078,179038762,2,,BLACK,MALE,32,NONFATAL,09/18/2017 12:00:00 AM,SEP,003700,0,MON,179038762,09/18/2017 12:37:00 AM,DISTRICT 2,,EVANSTON
4,2XX W SIXTY EIGHTH ST,39.1933224544546,-84.4855618682602,CARTHAGE,CARTHAGE,1354,41102104,1,"CINC, OH 45216",WHITE,MALE,28,NONFATAL,04/10/2011 12:00:00 AM,APR,230400,23,SUN,41102104,04/10/2011 11:04:00 PM,DISTRICT 4,45216,CARTHAGE
3,22XX BALTIMORE AV,39.1484936406578,-84.5620171528176,EAST WESTWOOD,EAST WESTWOOD,2542,149004463,1,"CINCINNATI, OH 45240",BLACK,MALE,51,FATAL,03/01/2014 12:00:00 AM,MAR,,N/A,SAT,149004463,03/01/2014 12:00:00 AM,DISTRICT 3,45225,EAST WESTWOOD
3,19XX WESTWOOD NORTHERN BV,39.143679657555,-84.5588171924551,ENGLISH WOODS,ENGLISH WOODS,3808,179003060,1,,BLACK,MALE,22,NONFATAL,02/01/2017 12:00:00 AM,FEB,125000,12,WED,179003060,02/01/2017 12:50:00 PM,DISTRICT 3,,MILLVALE
1,1XX GREEN ST,39.1135075165529,-84.5183426677413,OVER-THE-RHINE,OVER-THE-RHINE,3281,159029735,1,"CINTI, OH 45214",BLACK,MALE,40,NONFATAL,10/31/2015 12:00:00 AM,OCT,013400,1,SAT,159029735,10/31/2015 01:34:00 AM,DISTRICT 1,,OTR
2,30XX ROBERTSON AV,39.1551415071663,-84.4313943311179,OAKLEY,OAKLEY,432,20900192,1,,BLACK,FEMALE,52,FATAL,01/11/2009 12:00:00 AM,JAN,,N/A,SUN,20900192,01/11/2009 12:00:00 AM,DISTRICT 2,45209,OAKLEY
5,17XX CASEY DR,39.1779065053082,-84.5476336974397,NORTHSIDE,COLLEGE HILL,803,50907395,1,,BLACK,FEMALE,22,FATAL,12/06/2009 12:00:00 AM,DEC,,N/A,SUN,50907395,12/06/2009 12:00:00 AM,DISTRICT 5,45223,NORTHSIDE
3,16XX DEWEY AV,39.1181279795515,-84.5826596696886,WEST PRICE HILL,WEST PRICE HILL,1699,129000676,1,"CINC, OH 45205",BLACK,MALE,18,NONFATAL,01/06/2012 12:00:00 AM,JAN,221500,22,FRI,129000676,01/06/2012 10:15:00 PM,DISTRICT 3,45205,WEST PRICE HILL
3,23XX NOTTINGHAM RD,39.1564374422468,-84.5603357920935,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,3151,159021560,1,"CINTI, OH 45213",BLACK,FEMALE,19,NONFATAL,08/12/2015 12:00:00 AM,AUG,175500,17,WED,159021560,08/12/2015 05:55:00 PM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
1,8XX CLARK ST,39.1072135926434,-84.5278778130584,WEST END,WEST END,1637,11104533,1,"CINC, OH 45227",BLACK,MALE,19,NONFATAL,11/07/2011 12:00:00 AM,NOV,203000,20,MON,11104533,11/07/2011 08:30:00 PM,DISTRICT 1,45203,WEST END
4,5XX HALE AV,39.1405925742131,-84.4969112992896,AVONDALE,AVONDALE,3046,159014110,2,"CINC, OH 45229",BLACK,MALE,20,NONFATAL,06/03/2015 12:00:00 AM,JUN,153000,15,WED,159014110,06/03/2015 03:30:00 PM,DISTRICT 4,45229,AVONDALE
3,31XX PRICE AV,39.1061944454807,-84.5628547459161,EAST PRICE HILL,EAST PRICE HILL,2013,129032215,1,"CINCINNATI, OH 45237",BLACK,MALE,23,FATAL,11/04/2012 12:00:00 AM,NOV,024000,2,SUN,129032215,11/04/2012 02:40:00 AM,DISTRICT 3,45205,EAST PRICE HILL
1,15XX VINE ST,39.1120466864391,-84.5162491582743,OVER-THE-RHINE,OVER-THE-RHINE,3720,169028745,1,,BLACK,MALE,36,NONFATAL,11/02/2016 12:00:00 AM,NOV,212700,21,WED,169028745,11/02/2016 09:27:00 PM,DISTRICT 1,,OTR
3,17XX FAIRMOUNT AV,39.1302337208889,-84.5531687228414,SOUTH FAIRMOUNT,NORTH FAIRMOUNT,1641,31109800,1,"CINC, OH 45213",BLACK,MALE,18,NONFATAL,11/09/2011 12:00:00 AM,NOV,224000,22,WED,31109800,11/09/2011 10:40:00 PM,DISTRICT 3,45214,SOUTH FAIRMOUNT
5,23XX OHIO AV,39.123302987693,-84.5177856071141,CUF,CUF,2711,149019895,1,"CINC, OH 45220",BLACK,MALE,28,FATAL,08/13/2014 12:00:00 AM,AUG,000200,0,WED,149019895,08/13/2014 12:02:00 AM,DISTRICT 5,45219,CUF
3,19XX WESTWOOD NORTHERN BV,39.1432968162194,-84.5593124685741,ENGLISH WOODS,ENGLISH WOODS,4576,199005867,1,,BLACK,MALE,26,NONFATAL,03/24/2019 12:00:00 AM,MAR,012000,1,SUN,199005867,03/24/2019 01:20:00 AM,DISTRICT 3,,ENGLISH WOODS
2,57XX CHANDLER ST,39.1629705127987,-84.3946054777129,MADISONVILLE,MADISONVILLE,572,20902140,1,,BLACK,MALE,16,NONFATAL,05/23/2009 12:00:00 AM,MAY,,N/A,SAT,20902140,05/23/2009 12:00:00 AM,DISTRICT 2,45227,MADISONVILLE
1,7XX W PETE ROSE WY,39.095018128929,-84.5245201744336,QUEENSGATE,QUEENSGATE,423,10900015,1,,BLACK,MALE,20,NONFATAL,01/01/2009 12:00:00 AM,JAN,,N/A,THU,10900015,01/01/2009 12:00:00 AM,DISTRICT 1,45203,QUEENSGATE
3,34XX BEEKMAN ST,39.150140588524,-84.5514371998392,MILLVALE,SOUTH CUMMINSVILLE,527,30903291,8,,BLACK,FEMALE,24,NONFATAL,04/18/2009 12:00:00 AM,APR,,N/A,SAT,30903291,04/18/2009 12:00:00 AM,DISTRICT 3,45223,SOUTH CUMMINSVILLE
1,17XX LANG ST,39.1158832448887,-84.5130922545128,OVER-THE-RHINE,OVER-THE-RHINE,3473,169011934,1,"CINCINNATI, OH 45214",BLACK,MALE,33,NONFATAL,05/20/2016 12:00:00 AM,MAY,002100,0,FRI,169011934,05/20/2016 12:21:00 AM,DISTRICT 1,,MOUNT AUBURN
5,5XX S I75 EX,39.1600330494753,-84.5514703846386,NORTHSIDE,NORTHSIDE,355,50806643,1,,BLACK,MALE,25,NONFATAL,10/26/2008 12:00:00 AM,OCT,,N/A,SUN,50806643,10/26/2008 12:00:00 AM,DISTRICT 5,45223,SOUTH CUMMINSVILLE
2,65XX MONTGOMERY RD,39.1876286232754,-84.4154981577629,KENNEDY HEIGHTS,KENNEDY HEIGHTS,466,20900623,1,,BLACK,MALE,16,NONFATAL,02/15/2009 12:00:00 AM,FEB,,N/A,SUN,20900623,02/15/2009 12:00:00 AM,DISTRICT 2,45213,KENNEDY HEIGHTS
4,49XX OBERLIN AV,39.1758572052073,-84.472967438713,BOND HILL,BOND HILL,2407,139027101,1,"CINC, OH",BLACK,MALE,37,FATAL,10/03/2013 12:00:00 AM,OCT,141600,14,THU,139027101,10/03/2013 02:16:00 PM,DISTRICT 4,45237,BOND HILL
3,3XX ELBERON AV,39.0950664646082,-84.5640538981902,EAST PRICE HILL,SEDAMSVILLE,3474,169012258,1,"CINCINNATI, OH 45205",BLACK,MALE,43,NONFATAL,05/21/2016 12:00:00 AM,MAY,001400,0,SAT,169012258,05/21/2016 12:14:00 AM,DISTRICT 3,,EAST PRICE HILL
4,22XX FULTON AV,39.1211899177906,-84.4913374946036,WALNUT HILLS,WALNUT HILLS,3188,159023842,1,"CINCINNATI, OH 45206",BLACK,MALE,24,NONFATAL,09/02/2015 12:00:00 AM,SEP,180000,18,WED,159023842,09/02/2015 06:00:00 PM,DISTRICT 4,45206,WALNUT HILLS
2,50XX MADISON RD,39.1623406274732,-84.4085456934228,MADISONVILLE,MADISONVILLE,3634,169023274,1,,BLACK,MALE,17,FATAL,09/01/2016 12:00:00 AM,SEP,080000,8,THU,169023274,09/01/2016 08:00:00 AM,DISTRICT 2,,MADISONVILLE
5,53XX BAHAMA TE,39.1882738103454,-84.5662646725231,MT AIRY,MT. AIRY,2430,139028621,1,"CINCINNATI, OH 45239",BLACK,MALE,29,NONFATAL,10/19/2013 12:00:00 AM,OCT,001000,0,SAT,139028621,10/19/2013 12:10:00 AM,DISTRICT 5,45223,MOUNT AIRY
3,17XX WEBER ST,39.1552270010206,-84.5488178915765,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,1110,31008959,2,"CINC, OH 45215",BLACK,MALE,22,FATAL,09/07/2010 12:00:00 AM,SEP,,N/A,TUE,31008959,09/07/2010 12:00:00 AM,DISTRICT 3,45223,SOUTH CUMMINSVILLE
2,53XX WHETSEL AV,39.1635382582304,-84.3918183934954,MADISONVILLE,MADISONVILLE,1985,129028978,1,"CINC, OH 45223",BLACK,MALE,20,NONFATAL,10/07/2012 12:00:00 AM,OCT,150700,15,SUN,129028978,10/07/2012 03:07:00 PM,DISTRICT 2,45227,MADISONVILLE
1,1XX GREEN ST,39.114024959145,-84.5172074338151,OVER-THE-RHINE,OVER-THE-RHINE,750,10904939,1,,BLACK,MALE,16,NONFATAL,10/20/2009 12:00:00 AM,OCT,,N/A,TUE,10904939,10/20/2009 12:00:00 AM,DISTRICT 1,45202,OTR
1,5XX DAVID ST,39.1109205616203,-84.5236053759633,WEST END,WEST END,127,10802371,1,,BLACK,MALE,27,NONFATAL,05/23/2008 12:00:00 AM,MAY,,N/A,FRI,10802371,05/23/2008 12:00:00 AM,DISTRICT 1,45214,WEST END
1,1XX GREEN ST,39.1131874651262,-84.5187103897582,OVER-THE-RHINE,OVER-THE-RHINE,3251,159028522,1,"CINCINNATI,OH 45202",BLACK,MALE,32,NONFATAL,10/16/2015 12:00:00 AM,OCT,202000,20,FRI,159028522,10/16/2015 08:20:00 PM,DISTRICT 1,,OTR
3,33XX QUEEN CITY AV,39.1408877621133,-84.6110176597768,WESTWOOD,WESTWOOD,3617,169021702,2,"CINCINNATI, OH 45229",BLACK,MALE,19,NONFATAL,08/24/2016 12:00:00 AM,AUG,015900,1,WED,169021702,08/24/2016 01:59:00 AM,DISTRICT 3,,WESTWOOD
4,71XX VINE ST,39.1954072862543,-84.4789026785569,CARTHAGE,CARTHAGE,3066,159015346,2,"CINC, OH 45216",BLACK,FEMALE,19,NONFATAL,06/16/2015 12:00:00 AM,JUN,021200,2,TUE,159015346,06/16/2015 02:12:00 AM,DISTRICT 4,45216,CARTHAGE
4,1XX GLENRIDGE PL,39.1532584736281,-84.5029303792143,AVONDALE,AVONDALE,2410,139027255,1,"CINC, OH 45217",BLACK,MALE,21,NONFATAL,10/04/2013 12:00:00 AM,OCT,053000,5,FRI,139027255,10/04/2013 05:30:00 AM,DISTRICT 4,45217,AVONDALE
2,33XX MONTGOMERY RD,39.1384605269648,-84.4764668672116,EVANSTON,EVANSTON,1673,21105372,1,"CINC, OH 45249",BLACK,MALE,18,NONFATAL,12/15/2011 12:00:00 AM,DEC,200000,20,THU,21105372,12/15/2011 08:00:00 PM,DISTRICT 2,45207,EVANSTON
3,24XX HARRISON AV,39.1384183884037,-84.5782663281344,WESTWOOD,WESTWOOD,1088,31008464,1,"CINC, OH 45277",BLACK,MALE,28,NONFATAL,08/26/2010 12:00:00 AM,AUG,,N/A,THU,31008464,08/26/2010 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
0,7XX READING RD,39.1117872069312,-84.5044914996696,CBD/RIVERFRONT,PENDLETON,424,10900014,1,,BLACK,MALE,16,NONFATAL,01/03/2009 12:00:00 AM,JAN,,N/A,SAT,10900014,01/03/2009 12:00:00 AM,CENTRAL BUSINESS SECTION,45202,MOUNT AUBURN
5,47XX CHICKERING AV,39.1745911119851,-84.5115203761993,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,3022,159013864,2,"C/O, 45232",BLACK,FEMALE,12,NONFATAL,05/17/2015 12:00:00 AM,MAY,000100,0,SUN,159013864,05/17/2015 12:01:00 AM,DISTRICT 5,45232,SPRING GROVE VILLAGE
4,76XX READING RD,39.2007197419758,-84.4574281465633,ROSELAWN,ROSELAWN,351,40808042,1,,BLACK,MALE,30,NONFATAL,10/25/2008 12:00:00 AM,OCT,,N/A,SAT,40808042,10/25/2008 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
1,17XX LANG ST,39.1144259328685,-84.5142666676093,OVER-THE-RHINE,OVER-THE-RHINE,3069,159015670,1,"CINCINNATI, OH 45240",BLACK,MALE,17,NONFATAL,06/18/2015 12:00:00 AM,JUN,202700,20,THU,159015670,06/18/2015 08:27:00 PM,DISTRICT 1,45202,OTR
5,26XX W NORTH BEND RD,39.1904023355623,-84.5735154319697,MT AIRY,MT. AIRY,3078,159016080,1,"CINCINNATI, OH 45239",BLACK,MALE,40,NONFATAL,06/22/2015 12:00:00 AM,JUN,213000,21,MON,159016080,06/22/2015 09:30:00 PM,DISTRICT 5,45239,MOUNT AIRY
3,25XX NOTTINGHAM RD,39.1581766618464,-84.5623962437617,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,963,31004197,1,,BLACK,MALE,36,NONFATAL,05/12/2010 12:00:00 AM,MAY,,N/A,WED,31004197,05/12/2010 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
4,35XX READING RD,39.1470352037887,-84.4905366529342,AVONDALE,AVONDALE,918,41001595,3,,BLACK,MALE,22,NONFATAL,03/26/2010 12:00:00 AM,MAR,,N/A,FRI,41001595,03/26/2010 12:00:00 AM,DISTRICT 4,45229,AVONDALE
4,35XX MAGILL AV,39.1449839558943,-84.4835338552583,AVONDALE,AVONDALE,3858,179010065,1,,WHITE,MALE,32,NONFATAL,03/25/2017 12:00:00 AM,MAR,010000,1,SAT,179010065,03/25/2017 01:00:00 AM,DISTRICT 4,,AVONDALE
3,21XX HARRISON AV,39.1329064754351,-84.5691788836512,SOUTH FAIRMOUNT,NORTH FAIRMOUNT,1931,129023168,1,"CINC, OH 45211",BLACK,MALE,17,NONFATAL,08/16/2012 12:00:00 AM,AUG,222100,22,THU,129023168,08/16/2012 10:21:00 PM,DISTRICT 3,45214,SOUTH FAIRMOUNT - WESTWOOD
1,1XX E MCMICKEN AV,39.1154594913867,-84.5138514607999,OVER-THE-RHINE,OVER-THE-RHINE,4608,999999996,1,,OTHER,FEMALE,19,NONFATAL,05/10/2019 12:00:00 AM,MAY,163100,16,FRI,999999996,05/10/2019 04:31:00 PM,DISTRICT 1,,OTR
4,41XX VINE ST,39.160770172136,-84.504182592916,NORTH AVONDALE,NORTH AVONDALE,1955,129026134,2,"CINC, OH 45217",BLACK,MALE,38,NONFATAL,09/09/2012 12:00:00 AM,SEP,030000,3,SUN,129026134,09/09/2012 03:00:00 AM,DISTRICT 4,45217,
4,34XX BURNET AV,39.1420218898413,-84.5011755534604,AVONDALE,AVONDALE,3976,179025516,1,,BLACK,MALE,23,NONFATAL,07/05/2017 12:00:00 AM,JUL,131500,13,WED,179025516,07/05/2017 01:15:00 PM,DISTRICT 4,,AVONDALE
1,1XX E MCMICKEN AV,39.1150894913867,-84.5144814607999,OVER-THE-RHINE,OVER-THE-RHINE,4606,199009582,1,,BLACK,MALE,36,FATAL,05/08/2019 12:00:00 AM,MAY,203600,20,WED,199009582,05/08/2019 08:36:00 PM,DISTRICT 1,,OTR
4,25XX GILBERT AV,39.126832740056,-84.4898293873446,WALNUT HILLS,WALNUT HILLS,3664,169025042,2,"CINCINNATI, OH 45211",BLACK,FEMALE,26,NONFATAL,09/26/2016 12:00:00 AM,SEP,042200,4,MON,169025042,09/26/2016 04:22:00 AM,DISTRICT 4,,WALNUT HILLS
5,48XX HAWAIIAN TE,39.1840999846666,-84.561459845358,MT AIRY,MT. AIRY,3050,159014489,1,"CINCINNATI, OH 45224",BLACK,MALE,32,NONFATAL,06/07/2015 12:00:00 AM,JUN,190600,19,SUN,159014489,06/07/2015 07:06:00 PM,DISTRICT 5,45223,MOUNT AIRY
3,17XX ELMORE ST,39.1565486206413,-84.5469724451794,SOUTH CUMMINSVILLE,SOUTH CUMMINSVILLE,600,30905273,1,,BLACK,MALE,19,NONFATAL,06/13/2009 12:00:00 AM,JUN,,N/A,SAT,30905273,06/13/2009 12:00:00 AM,DISTRICT 3,45223,SOUTH CUMMINSVILLE
1,15XX VINE ST,39.1123172834513,-84.5165258221803,OVER-THE-RHINE,OVER-THE-RHINE,140,10802561,1,,BLACK,MALE,28,NONFATAL,05/31/2008 12:00:00 AM,MAY,,N/A,SAT,10802561,05/31/2008 12:00:00 AM,DISTRICT 1,45202,OTR
1,8XX FINDLAY ST,39.1155981082469,-84.5284724129943,WEST END,WEST END,1849,129016105,1,"CINC, OH 45214",BLACK,MALE,30,NONFATAL,06/14/2012 12:00:00 AM,JUN,225000,22,THU,129016105,06/14/2012 10:50:00 PM,DISTRICT 1,45214,WEST END
3,12XX DEWEY AV,39.1169579479523,-84.5813157400124,WEST PRICE HILL,WEST PRICE HILL,3507,169014317,1,"CINCINNATI, OH 45205",WHITE,MALE,42,NONFATAL,06/14/2016 12:00:00 AM,JUN,143000,14,TUE,169014317,06/14/2016 02:30:00 PM,DISTRICT 3,,WEST PRICE HILL
2,56XX CHANDLER ST,39.1638067915825,-84.3961837215177,MADISONVILLE,MADISONVILLE,1793,129009830,1,"CINC, OH 45227",BLACK,MALE,26,FATAL,04/13/2012 12:00:00 AM,APR,222600,22,FRI,129009830,04/13/2012 10:26:00 PM,DISTRICT 2,45227,MADISONVILLE
4,20XX SEYMOUR AV,39.1837890013531,-84.4586497934685,ROSELAWN,ROSELAWN,1611,41106660,1,"CINC, OH 45237",BLACK,MALE,24,NONFATAL,10/14/2011 12:00:00 AM,OCT,121000,12,FRI,41106660,10/14/2011 12:10:00 PM,DISTRICT 4,45237,BOND HILL
0,XX W 9TH ST,39.1058922498337,-84.5149478970226,CBD/RIVERFRONT,DOWNTOWN,3639,169022922,2,,BLACK,MALE,23,NONFATAL,09/04/2016 12:00:00 AM,SEP,222800,22,SUN,169022922,09/04/2016 10:28:00 PM,CENTRAL BUSINESS SECTION,,DOWNTOWN
4,2XX DONAHUE ST,39.133123618463,-84.5041156848586,CORRYVILLE,CORRYVILLE,337,40807792,1,,BLACK,MALE,32,NONFATAL,10/17/2008 12:00:00 AM,OCT,,N/A,FRI,40807792,10/17/2008 12:00:00 AM,DISTRICT 4,45219,CORRYVILLE
3,24XX BEEKMAN ST,39.1287827126902,-84.5444167955547,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,3267,159029202,2,"CINCINNATI, OH 45212",BLACK,MALE,23,NONFATAL,10/25/2015 12:00:00 AM,OCT,012200,1,SUN,159029202,10/25/2015 01:22:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT
4,23XX READING RD,39.1245884874869,-84.5020643211346,WALNUT HILLS,MT. AUBURN,3822,179004107,1,,BLACK,MALE,20,NONFATAL,02/13/2017 12:00:00 AM,FEB,125500,12,MON,179004107,02/13/2017 12:55:00 PM,DISTRICT 4,,MOUNT AUBURN
3,29XX CAVANAUGH AV,39.1373632812444,-84.5724812074945,WESTWOOD,WESTWOOD,38,30801640,1,,BLACK,MALE,13,NONFATAL,02/28/2008 12:00:00 AM,FEB,,N/A,THU,30801640,02/28/2008 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
1,1XX CORWINE ST,39.1129790075007,-84.5148155049422,OVER-THE-RHINE,OVER-THE-RHINE,4595,199008287,1,,BLACK,MALE,22,NONFATAL,04/23/2019 12:00:00 AM,APR,234200,23,TUE,199008287,04/23/2019 11:42:00 PM,DISTRICT 1,,OTR
3,23XX HENRIANNE CT,39.1498694243792,-84.5652340743826,EAST WESTWOOD,EAST WESTWOOD,2237,139013609,1,"CINC, OH 45225",BLACK,MALE,20,NONFATAL,06/02/2013 12:00:00 AM,JUN,193400,19,SUN,139013609,06/02/2013 07:34:00 PM,DISTRICT 3,45225,EAST WESTWOOD
3,36XX WARSAW AV,39.1096038344853,-84.5700647780046,EAST PRICE HILL,EAST PRICE HILL,4107,179043746,1,,BLACK,MALE,22,NONFATAL,10/12/2017 12:00:00 AM,OCT,221500,22,THU,179043746,10/12/2017 10:15:00 PM,DISTRICT 3,,EAST PRICE HILL
3,32XX MCHENRY AV,39.1447112738534,-84.5740776445735,EAST WESTWOOD,EAST WESTWOOD,116,30804173,1,,BLACK,MALE,18,NONFATAL,05/11/2008 12:00:00 AM,MAY,,N/A,SUN,30804173,05/11/2008 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
4,23XX BOONE ST,39.1251730081635,-84.4958468390117,WALNUT HILLS,WALNUT HILLS,1108,41005617,1,"CINC, OH 45239",BLACK,MALE,26,NONFATAL,09/05/2010 12:00:00 AM,SEP,,N/A,SUN,41005617,09/05/2010 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,5XX HALE AV,39.1395647994558,-84.4974566428994,AVONDALE,AVONDALE,4377,189020821,2,,WHITE,MALE,29,FATAL,07/31/2018 12:00:00 AM,JUL,170000,17,TUE,189020821,07/31/2018 05:00:00 PM,DISTRICT 4,,AVONDALE
3,20XX MILLVALE CIRCLE,39.1486874106007,-84.5538862441974,MILLVALE,MILLVALE,4234,189007538,1,,WHITE,MALE,37,NONFATAL,03/23/2018 12:00:00 AM,MAR,125000,12,FRI,189007538,03/23/2018 12:50:00 PM,DISTRICT 3,,MILLVALE
1,12XX RACE ST,39.1076854578598,-84.5155179152415,OVER-THE-RHINE,OVER-THE-RHINE,848,11000275S1,1,,BLACK,MALE,28,NONFATAL,01/26/2010 12:00:00 AM,JAN,,N/A,TUE,11000275S1,01/26/2010 12:00:00 AM,DISTRICT 1,45202,OTR
1,XX GREEN ST,39.1135731638751,-84.5182954092749,OVER-THE-RHINE,OVER-THE-RHINE,675,10903678,1,,BLACK,MALE,18,NONFATAL,08/11/2009 12:00:00 AM,AUG,,N/A,TUE,10903678,08/11/2009 12:00:00 AM,DISTRICT 1,45202,OTR
2,35XX IDLEWILD AV,39.1444931495727,-84.4733316674237,EVANSTON,EVANSTON,4173,179053306,1,"CINCINNATI, OH",BLACK,MALE,30,NONFATAL,12/13/2017 12:00:00 AM,DEC,014800,1,WED,179053306,12/13/2017 01:48:00 AM,DISTRICT 2,,EVANSTON
1,13XX YUKON ST,39.1098020834904,-84.5119989800562,OVER-THE-RHINE,OVER-THE-RHINE,3153,159021574,1,"DAYTON, KY 41074",BLACK,MALE,45,NONFATAL,08/12/2015 12:00:00 AM,AUG,200800,20,WED,159021574,08/12/2015 08:08:00 PM,DISTRICT 1,45202,OTR
1,5XX YORK ST,39.1167719837882,-84.5275697149479,WEST END,WEST END,1454,11102577,1,"CINC, OH 45219",BLACK,MALE,35,NONFATAL,06/24/2011 12:00:00 AM,JUN,043000,4,FRI,11102577,06/24/2011 04:30:00 AM,DISTRICT 1,45214,WEST END
5,11XX W GALBRAITH RD,39.2151157478113,-84.5308622834602,COLLEGE HILL,COLLEGE HILL,3673,169025409,1,,BLACK,MALE,39,NONFATAL,09/29/2016 12:00:00 AM,SEP,125900,12,THU,169025409,09/29/2016 12:59:00 PM,DISTRICT 5,,COLLEGE HILL
5,6XX DUTCH COLONY DR,39.189480395664,-84.5146129606978,WINTON HILLS,WINTON HILLS,1359,51101977,1,,UNKNOWN,MALE,111,NONFATAL,04/17/2011 12:00:00 AM,APR,123000,12,SUN,51101977,04/17/2011 12:30:00 PM,DISTRICT 5,45232,WINTON HILLS
3,16XX BALTIMORE AV,39.1332769360883,-84.5499190720798,NORTH FAIRMOUNT,NORTH FAIRMOUNT,2553,149005300,1,45238,BLACK,MALE,45,FATAL,03/12/2014 12:00:00 AM,MAR,003000,0,WED,149005300,03/12/2014 12:30:00 AM,DISTRICT 3,45225,NORTH FAIRMOUNT
3,22XX HARRISON AV,39.1359627803073,-84.5759161271321,WESTWOOD,WESTWOOD,2011,129031982,2,"LIBERTY, KY 42539",WHITE,MALE,51,NONFATAL,11/01/2012 12:00:00 AM,NOV,161000,16,THU,129031982,11/01/2012 04:10:00 PM,DISTRICT 3,45211,SOUTH FAIRMOUNT - WESTWOOD
4,34XX HARVEY AV,39.1439647936634,-84.4970357116995,AVONDALE,AVONDALE,3286,159030303,1,"CINCINNATI, OH 45229",BLACK,MALE,30,NONFATAL,11/06/2015 12:00:00 AM,NOV,224500,22,FRI,159030303,11/06/2015 10:45:00 PM,DISTRICT 4,,AVONDALE
3,20XX MILLVALE CT,39.1499521330376,-84.5550869376842,MILLVALE,MILLVALE,1837,129013952,1,"COVINGTON, KY 41011",BLACK,MALE,26,NONFATAL,05/28/2012 12:00:00 AM,MAY,141000,14,MON,129013952,05/28/2012 02:10:00 PM,DISTRICT 3,45225,MILLVALE
4,5XX W SEYMOUR AV,39.195526248014,-84.4896346685945,CARTHAGE,CARTHAGE,2666,149015532,1,"CINC, OH 45216",BLACK,MALE,33,NONFATAL,06/29/2014 12:00:00 AM,JUN,031500,3,SUN,149015532,06/29/2014 03:15:00 AM,DISTRICT 4,45216,CARTHAGE
3,36XX WARSAW AV,39.1103613370566,-84.57026415379,EAST PRICE HILL,EAST PRICE HILL,1812,129011665,5,"CINC, OH 45237",BLACK,MALE,31,NONFATAL,05/06/2012 12:00:00 AM,MAY,053000,5,SUN,129011665,05/06/2012 05:30:00 AM,DISTRICT 3,45205,EAST PRICE HILL
4,27XX EDEN AV,39.1295690800476,-84.5065360346598,CORRYVILLE,CORRYVILLE,2924,159006706,2,"COLUMBUS, OH 43219",BLACK,FEMALE,19,NONFATAL,03/22/2015 12:00:00 AM,MAR,010000,1,SUN,159006706,03/22/2015 01:00:00 AM,DISTRICT 4,45219,CORRYVILLE
3,35XX EPWORTH AV,39.1543118188209,-84.5983935323716,WESTWOOD,WESTWOOD,3373,169003446,1,"CINCINNATI, OH 45224",BLACK,MALE,23,NONFATAL,02/12/2016 12:00:00 AM,FEB,203000,20,FRI,169003446,02/12/2016 08:30:00 PM,DISTRICT 3,,WESTWOOD
5,55XX COLERAIN AV,39.1920411156136,-84.5729720308353,MT AIRY,MT. AIRY,1411,51102775,2,"CIN, OH 45239",BLACK,MALE,25,NONFATAL,05/24/2011 12:00:00 AM,MAY,222800,22,TUE,51102775,05/24/2011 10:28:00 PM,DISTRICT 5,45052,MOUNT AIRY
