DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
5,11XX W GALBRAITH RD,39.216897827079,-84.5301279279273,COLLEGE HILL,COLLEGE HILL,3900,179014561,1,,BLACK,MALE,24,FATAL,04/25/2017 12:00:00 AM,APR,000200,0,TUE,179014561,04/25/2017 12:02:00 AM,DISTRICT 5,,
3,33XX BOWLING GREEN CT,39.1429309861958,-84.5539429527776,MILLVALE,MILLVALE,1937,129023564,2,"CINC, OH 45231",BLACK,MALE,28,NONFATAL,08/21/2012 12:00:00 AM,AUG,174000,17,TUE,129023564,08/21/2012 05:40:00 PM,DISTRICT 3,45225,MILLVALE
5,22XX VINE ST,39.1224342130904,-84.515064386167,CUF,CUF,4375,189020719,1,,BLACK,MALE,14,FATAL,07/30/2018 12:00:00 AM,JUL,165600,16,MON,189020719,07/30/2018 04:56:00 PM,DISTRICT 5,,MOUNT AUBURN
1,18XX RACE ST,39.1156030066267,-84.5179513199477,OVER-THE-RHINE,OVER-THE-RHINE,955,11001419,1,"CINC, OH 45211",BLACK,MALE,32,NONFATAL,04/21/2010 12:00:00 AM,APR,,N/A,WED,11001419,04/21/2010 12:00:00 AM,DISTRICT 1,45202,OTR
4,29XX GILBERT AV,39.1311285112013,-84.4888677203481,WALNUT HILLS,WALNUT HILLS,644,40905057,1,,BLACK,MALE,27,NONFATAL,07/22/2009 12:00:00 AM,JUL,,N/A,WED,40905057,07/22/2009 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
3,24XX WESTWOOD NORTHERN BV,39.1455263858941,-84.5770874447853,WESTWOOD,WESTWOOD,3935,179019486,1,,BLACK,MALE,18,NONFATAL,05/27/2017 12:00:00 AM,MAY,001000,0,SAT,179019486,05/27/2017 12:10:00 AM,DISTRICT 3,,WESTWOOD
3,9XX STATE AV,39.1069558453509,-84.5524393302873,LOWER PRICE HILL,LOWER PRICE HILL,4064,179037292,1,,BLACK,MALE,29,NONFATAL,09/09/2017 12:00:00 AM,SEP,141500,14,SAT,179037292,09/09/2017 02:15:00 PM,DISTRICT 3,,LOWER PRICE HILL
4,16XX CALIFORNIA AV,39.1751879152499,-84.4672090842887,BOND HILL,BOND HILL,4103,179042968,1,,BLACK,MALE,27,NONFATAL,10/10/2017 12:00:00 AM,OCT,111000,11,TUE,179042968,10/10/2017 11:10:00 AM,DISTRICT 4,,BOND HILL
3,31XX BRACKENWOODS LN #3,39.1428473699064,-84.5835472304941,WESTWOOD,WESTWOOD,1178,31010395,1,"CINC, OH 45225",BLACK,MALE,19,NONFATAL,10/17/2010 12:00:00 AM,OCT,,N/A,SUN,31010395,10/17/2010 12:00:00 AM,DISTRICT 3,45211,WESTWOOD
1,2XX E LIBERTY ST,39.1119505774197,-84.5110688024204,OVER-THE-RHINE,OVER-THE-RHINE,1045,41004219,1,"CINC, OH 45239",UNKNOWN,MALE,47,NONFATAL,07/13/2010 12:00:00 AM,JUL,,N/A,TUE,41004219,07/13/2010 12:00:00 AM,DISTRICT 1,45202,OTR
4,36XX READING RD,39.1491681089641,-84.4869644667694,NORTH AVONDALE,AVONDALE,3247,159028234,1,"CINCINNATI, OH 45229",BLACK,MALE,34,NONFATAL,10/13/2015 12:00:00 AM,OCT,190000,19,TUE,159028234,10/13/2015 07:00:00 PM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
5,19XX KENTUCKY AV,39.1687404788334,-84.5519265005177,NORTHSIDE,NORTHSIDE,3237,159027481,1,"LEXINGTON, KY 40511",BLACK,MALE,24,FATAL,10/05/2015 12:00:00 AM,OCT,203400,20,MON,159027481,10/05/2015 08:34:00 PM,DISTRICT 5,,NORTHSIDE
